# Generated by Autoplot on Mon Oct 24 07:11:35 CDT 2011
# UNITS: R_E
#time(UTC), X (GSM), Y (GSM), Z (GSM)
2008-01-17T07:37:17.759Z, -2.370242118835449, -2.4729676246643066, -2.8844428062438965
2008-01-17T07:38:12.959Z, -2.360647201538086, -2.4836599826812744, -2.9154934883117676
2008-01-17T07:39:08.159Z, -2.350933313369751, -2.4942564964294434, -2.946392059326172
2008-01-17T07:40:03.359Z, -2.341102361679077, -2.504757881164551, -2.9771387577056885
2008-01-17T07:40:58.559Z, -2.331153154373169, -2.5151619911193848, -3.00773024559021
2008-01-17T07:41:53.759Z, -2.3210837841033936, -2.525466203689575, -3.038161277770996
2008-01-17T07:42:48.959Z, -2.310904026031494, -2.535677433013916, -3.0684430599212646
2008-01-17T07:43:44.159Z, -2.3006157875061035, -2.5457966327667236, -3.0985758304595947
2008-01-17T07:44:39.359Z, -2.2902204990386963, -2.5558242797851562, -3.128560781478882
2008-01-17T07:45:34.559Z, -2.2797205448150635, -2.565761089324951, -3.158398151397705
2008-01-17T07:46:29.759Z, -2.269117593765259, -2.5756077766418457, -3.188088893890381
2008-01-17T07:47:24.959Z, -2.258413314819336, -2.585364818572998, -3.2176339626312256
2008-01-17T07:48:20.159Z, -2.2476093769073486, -2.5950331687927246, -3.2470335960388184
2008-01-17T07:49:15.359Z, -2.2367076873779297, -2.6046130657196045, -3.2762889862060547
2008-01-17T07:50:10.559Z, -2.225710153579712, -2.614105463027954, -3.3054006099700928
2008-01-17T07:51:05.759Z, -2.214617967605591, -2.6235108375549316, -3.334368944168091
2008-01-17T07:52:00.959Z, -2.203433036804199, -2.632829427719116, -3.3631951808929443
2008-01-17T07:52:56.159Z, -2.192150115966797, -2.6420559883117676, -3.391869068145752
2008-01-17T07:53:51.359Z, -2.1807758808135986, -2.651195526123047, -3.4203996658325195
2008-01-17T07:54:46.559Z, -2.16931414604187, -2.660250425338745, -3.4487903118133545
2008-01-17T07:55:41.759Z, -2.157766103744507, -2.6692211627960205, -3.477041482925415
2008-01-17T07:56:36.959Z, -2.1461331844329834, -2.6781084537506104, -3.5051543712615967
2008-01-17T07:57:32.159Z, -2.1344168186187744, -2.6869125366210938, -3.5331292152404785
2008-01-17T07:58:27.359Z, -2.1226186752319336, -2.695633888244629, -3.560967206954956
2008-01-17T07:59:22.559Z, -2.1107397079467773, -2.7042734622955322, -3.5886685848236084
2008-01-17T08:00:17.759Z, -2.0987818241119385, -2.7128312587738037, -3.616234540939331
2008-01-17T08:01:12.959Z, -2.0867459774017334, -2.7213079929351807, -3.643665313720703
2008-01-17T08:02:08.159Z, -2.074633836746216, -2.7297041416168213, -3.67096209526062
2008-01-17T08:03:03.359Z, -2.062446355819702, -2.7380199432373047, -3.6981253623962402
2008-01-17T08:03:58.559Z, -2.050183057785034, -2.7462539672851562, -3.725152015686035
2008-01-17T08:04:53.759Z, -2.037842273712158, -2.7544033527374268, -3.752037763595581
2008-01-17T08:05:48.959Z, -2.02543044090271, -2.7624740600585938, -3.778792142868042
2008-01-17T08:06:44.159Z, -2.012948513031006, -2.7704663276672363, -3.8054163455963135
2008-01-17T08:07:39.359Z, -2.0003981590270996, -2.778380870819092, -3.8319103717803955
2008-01-17T08:08:34.559Z, -1.9877798557281494, -2.78621768951416, -3.8582754135131836
2008-01-17T08:09:29.759Z, -1.975095272064209, -2.7939774990081787, -3.884511947631836
2008-01-17T08:10:24.959Z, -1.9623453617095947, -2.8016605377197266, -3.91062068939209
2008-01-17T08:11:20.159Z, -1.9495313167572021, -2.809267282485962, -3.9366023540496826
2008-01-17T08:12:15.359Z, -1.9366540908813477, -2.816797971725464, -3.9624576568603516
2008-01-17T08:13:10.559Z, -1.9237148761749268, -2.8242533206939697, -3.988187313079834
2008-01-17T08:14:05.759Z, -1.9107147455215454, -2.8316330909729004, -4.013791561126709
2008-01-17T08:15:00.959Z, -1.8976545333862305, -2.8389382362365723, -4.039271831512451
2008-01-17T08:15:56.159Z, -1.8845311403274536, -2.846163272857666, -4.064619064331055
2008-01-17T08:16:51.359Z, -1.8713487386703491, -2.8533124923706055, -4.089840888977051
2008-01-17T08:17:46.559Z, -1.8581098318099976, -2.8603880405426025, -4.114940166473389
2008-01-17T08:18:41.759Z, -1.8448150157928467, -2.8673903942108154, -4.139918327331543
2008-01-17T08:19:36.959Z, -1.831465482711792, -2.874319314956665, -4.164775371551514
2008-01-17T08:20:32.159Z, -1.8180620670318604, -2.8811755180358887, -4.189511775970459
2008-01-17T08:21:27.359Z, -1.8046056032180786, -2.8879592418670654, -4.2141289710998535
2008-01-17T08:22:22.559Z, -1.7910971641540527, -2.8946707248687744, -4.238626956939697
2008-01-17T08:23:17.759Z, -1.7775375843048096, -2.901310443878174, -4.263006687164307
2008-01-17T08:24:12.959Z, -1.763927698135376, -2.9078783988952637, -4.28726863861084
2008-01-17T08:25:08.159Z, -1.7502684593200684, -2.914375066757202, -4.311413764953613
2008-01-17T08:26:03.359Z, -1.7365607023239136, -2.9208006858825684, -4.335442066192627
2008-01-17T08:26:58.559Z, -1.7228037118911743, -2.9271535873413086, -4.359351634979248
2008-01-17T08:27:53.759Z, -1.7089970111846924, -2.933431386947632, -4.383138179779053
2008-01-17T08:28:48.959Z, -1.6951442956924438, -2.93963885307312, -4.4068098068237305
2008-01-17T08:29:44.159Z, -1.6812463998794556, -2.9457764625549316, -4.430367946624756
2008-01-17T08:30:39.358Z, -1.667304515838623, -2.9518442153930664, -4.453812599182129
2008-01-17T08:31:34.558Z, -1.6533187627792358, -2.9578428268432617, -4.477144718170166
2008-01-17T08:32:29.758Z, -1.6392900943756104, -2.9637720584869385, -4.500364780426025
2008-01-17T08:33:24.958Z, -1.625219464302063, -2.969632625579834, -4.523473262786865
2008-01-17T08:34:20.158Z, -1.6111074686050415, -2.975424289703369, -4.546471118927002
2008-01-17T08:35:15.358Z, -1.5969548225402832, -2.981147527694702, -4.5693583488464355
2008-01-17T08:36:10.558Z, -1.582762360572815, -2.986802577972412, -4.592135906219482
2008-01-17T08:37:05.758Z, -1.5685306787490845, -2.992389678955078, -4.614804267883301
2008-01-17T08:38:00.958Z, -1.554260492324829, -2.9979088306427, -4.637364387512207
2008-01-17T08:38:56.158Z, -1.539949655532837, -3.0033555030822754, -4.659808158874512
2008-01-17T08:39:51.358Z, -1.5256010293960571, -3.0087335109710693, -4.68214225769043
2008-01-17T08:40:46.558Z, -1.511216163635254, -3.0140442848205566, -4.704370021820068
2008-01-17T08:41:41.758Z, -1.4967955350875854, -3.0192880630493164, -4.7264909744262695
2008-01-17T08:42:36.958Z, -1.4823397397994995, -3.024465322494507, -4.748507022857666
2008-01-17T08:43:32.158Z, -1.467849612236023, -3.029576063156128, -4.770417213439941
2008-01-17T08:44:27.358Z, -1.4533257484436035, -3.0346202850341797, -4.79222297668457
2008-01-17T08:45:22.558Z, -1.4387685060501099, -3.0395987033843994, -4.813925266265869
2008-01-17T08:46:17.758Z, -1.4241788387298584, -3.044510841369629, -4.8355231285095215
2008-01-17T08:47:12.958Z, -1.4095571041107178, -3.0493574142456055, -4.85701847076416
2008-01-17T08:48:08.158Z, -1.3949038982391357, -3.05413818359375, -4.878411769866943
2008-01-17T08:49:03.358Z, -1.3802199363708496, -3.0588538646698, -4.899702548980713
2008-01-17T08:49:58.558Z, -1.3655047416687012, -3.063502311706543, -4.920889377593994
2008-01-17T08:50:53.758Z, -1.3507580757141113, -3.0680811405181885, -4.9419684410095215
2008-01-17T08:51:48.958Z, -1.3359822034835815, -3.0725953578948975, -4.962946891784668
2008-01-17T08:52:44.158Z, -1.3211779594421387, -3.07704496383667, -4.983826160430908
2008-01-17T08:53:39.358Z, -1.3063457012176514, -3.0814297199249268, -5.004605770111084
2008-01-17T08:54:34.558Z, -1.291486144065857, -3.0857503414154053, -5.025286674499512
2008-01-17T08:55:29.758Z, -1.2765995264053345, -3.0900065898895264, -5.045868873596191
2008-01-17T08:56:24.958Z, -1.2616865634918213, -3.0941989421844482, -5.066353797912598
2008-01-17T08:57:20.158Z, -1.246747612953186, -3.098327159881592, -5.0867414474487305
2008-01-17T08:58:15.358Z, -1.231783390045166, -3.1023917198181152, -5.10703182220459
2008-01-17T08:59:10.558Z, -1.2167942523956299, -3.1063926219940186, -5.127225875854492
2008-01-17T09:00:05.758Z, -1.2017806768417358, -3.110330104827881, -5.147324562072754
2008-01-17T09:01:00.958Z, -1.186743140220642, -3.114204168319702, -5.167327404022217
2008-01-17T09:01:56.158Z, -1.1716804504394531, -3.1180100440979004, -5.187227725982666
2008-01-17T09:02:51.358Z, -1.1565943956375122, -3.1217520236968994, -5.207032203674316
2008-01-17T09:03:46.558Z, -1.1414859294891357, -3.1254308223724365, -5.226742744445801
2008-01-17T09:04:41.758Z, -1.126355528831482, -3.12904691696167, -5.246359825134277
2008-01-17T09:05:36.958Z, -1.1112035512924194, -3.1326003074645996, -5.265883922576904
2008-01-17T09:06:32.158Z, -1.0960304737091064, -3.136091470718384, -5.285315036773682
2008-01-17T09:07:27.358Z, -1.0808366537094116, -3.1395199298858643, -5.304654598236084
2008-01-17T09:08:22.558Z, -1.0656226873397827, -3.142886161804199, -5.323901653289795
2008-01-17T09:09:17.758Z, -1.0503889322280884, -3.1461904048919678, -5.343058109283447
2008-01-17T09:10:12.958Z, -1.0351357460021973, -3.149432420730591, -5.362123012542725
2008-01-17T09:11:08.158Z, -1.0198636054992676, -3.1526126861572266, -5.381097793579102
2008-01-17T09:12:03.358Z, -1.004572868347168, -3.155731201171875, -5.399982929229736
2008-01-17T09:12:58.558Z, -0.9892635345458984, -3.1587860584259033, -5.41877555847168
2008-01-17T09:13:53.758Z, -0.9739352464675903, -3.161775588989258, -5.437472820281982
2008-01-17T09:14:48.958Z, -0.9585896730422974, -3.164703369140625, -5.456081867218018
2008-01-17T09:15:44.158Z, -0.9432271718978882, -3.167570114135742, -5.474602222442627
2008-01-17T09:16:39.358Z, -0.927848219871521, -3.1703755855560303, -5.493035316467285
2008-01-17T09:17:34.558Z, -0.9124530553817749, -3.1731197834014893, -5.511380195617676
2008-01-17T09:18:29.758Z, -0.8970420956611633, -3.1758031845092773, -5.529638290405273
2008-01-17T09:19:24.958Z, -0.8816157579421997, -3.1784255504608154, -5.547810077667236
2008-01-17T09:20:20.158Z, -0.8661743998527527, -3.1809873580932617, -5.565895080566406
2008-01-17T09:21:15.358Z, -0.8507183194160461, -3.183488130569458, -5.5838942527771
2008-01-17T09:22:10.558Z, -0.8352478742599487, -3.1859285831451416, -5.601808071136475
2008-01-17T09:23:05.758Z, -0.8197634816169739, -3.1883084774017334, -5.619636535644531
2008-01-17T09:24:00.958Z, -0.8042653799057007, -3.1906280517578125, -5.637380123138428
2008-01-17T09:24:56.158Z, -0.788753092288971, -3.192882776260376, -5.655033111572266
2008-01-17T09:25:51.358Z, -0.7732275724411011, -3.1950762271881104, -5.672600269317627
2008-01-17T09:26:46.558Z, -0.7576895356178284, -3.197209596633911, -5.690083980560303
2008-01-17T09:27:41.758Z, -0.7421392202377319, -3.1992828845977783, -5.707484722137451
2008-01-17T09:28:36.958Z, -0.7265769839286804, -3.201296329498291, -5.724802017211914
2008-01-17T09:29:32.158Z, -0.7110031843185425, -3.203249931335449, -5.742037296295166
2008-01-17T09:30:27.358Z, -0.695418119430542, -3.205143928527832, -5.759190082550049
2008-01-17T09:31:22.558Z, -0.6798220872879028, -3.2069783210754395, -5.776261329650879
2008-01-17T09:32:17.758Z, -0.6642153263092041, -3.2087531089782715, -5.793251037597656
2008-01-17T09:33:12.958Z, -0.6485982537269592, -3.2104685306549072, -5.810159206390381
2008-01-17T09:34:08.158Z, -0.6329711675643921, -3.2121245861053467, -5.826987266540527
2008-01-17T09:35:03.358Z, -0.617334246635437, -3.213721513748169, -5.843734264373779
2008-01-17T09:35:58.558Z, -0.6016876697540283, -3.215257406234741, -5.86039924621582
2008-01-17T09:36:53.758Z, -0.5860313177108765, -3.2167303562164307, -5.876978874206543
2008-01-17T09:37:48.958Z, -0.5703661441802979, -3.218144416809082, -5.893478870391846
2008-01-17T09:38:44.158Z, -0.5546924471855164, -3.219499349594116, -5.909900188446045
2008-01-17T09:39:39.358Z, -0.5390104651451111, -3.2207956314086914, -5.926242828369141
2008-01-17T09:40:34.558Z, -0.5233204960823059, -3.2220332622528076, -5.942506790161133
2008-01-17T09:42:24.958Z, -0.49191775918006897, -3.224332332611084, -5.9748005867004395
2008-01-17T09:44:15.358Z, -0.4604862928390503, -3.226397752761841, -6.006783962249756
2008-01-17T09:45:10.558Z, -0.4447604715824127, -3.2273428440093994, -6.022660255432129
2008-01-17T09:46:05.758Z, -0.4290282428264618, -3.2282297611236572, -6.0384602546691895
2008-01-17T09:47:00.958Z, -0.4132899045944214, -3.229058265686035, -6.054183483123779
2008-01-17T09:47:56.158Z, -0.3975452482700348, -3.2298245429992676, -6.069825172424316
2008-01-17T09:49:46.558Z, -0.3660392463207245, -3.2311806678771973, -6.100878715515137
2008-01-17T09:50:41.758Z, -0.35027849674224854, -3.2317721843719482, -6.116292476654053
2008-01-17T09:51:36.958Z, -0.3345129191875458, -3.2323055267333984, -6.131631851196289
2008-01-17T09:52:32.158Z, -0.3187427222728729, -3.232781410217285, -6.1468963623046875
2008-01-17T09:53:27.358Z, -0.3029681444168091, -3.2331998348236084, -6.162086486816406
2008-01-17T09:54:22.558Z, -0.28718945384025574, -3.233560562133789, -6.1772027015686035
2008-01-17T09:55:17.758Z, -0.2714068591594696, -3.2338638305664062, -6.192245006561279
2008-01-17T09:56:12.958Z, -0.2556205689907074, -3.23410964012146, -6.20721435546875
2008-01-17T09:57:08.158Z, -0.2398308664560318, -3.2342982292175293, -6.222109794616699
2008-01-17T09:58:03.358Z, -0.22403791546821594, -3.234429359436035, -6.236932754516602
2008-01-17T09:58:58.558Z, -0.20824189484119415, -3.234502077102661, -6.251680850982666
2008-01-17T09:59:53.758Z, -0.19244293868541718, -3.234513759613037, -6.266351699829102
2008-01-17T10:00:48.958Z, -0.17664146423339844, -3.2344682216644287, -6.280950546264648
2008-01-17T10:01:44.158Z, -0.16083769500255585, -3.234365940093994, -6.295477390289307
2008-01-17T10:02:39.358Z, -0.14503182470798492, -3.2342069149017334, -6.309932231903076
2008-01-17T10:03:34.558Z, -0.12922406196594238, -3.2339909076690674, -6.324316024780273
2008-01-17T10:04:29.758Z, -0.11341463774442673, -3.2337183952331543, -6.338628768920898
2008-01-17T10:05:24.958Z, -0.09760374575853348, -3.233389139175415, -6.352870464324951
2008-01-17T10:06:20.158Z, -0.08179158717393875, -3.2330033779144287, -6.36704158782959
2008-01-17T10:07:15.358Z, -0.06597836315631866, -3.2325611114501953, -6.3811421394348145
2008-01-17T10:08:10.558Z, -0.05016427859663963, -3.232062339782715, -6.395172595977783
2008-01-17T10:09:05.758Z, -0.034349530935287476, -3.2315073013305664, -6.409132957458496
2008-01-17T10:10:00.958Z, -0.018534310162067413, -3.23089599609375, -6.423023700714111
2008-01-17T10:10:56.158Z, -0.0027188125532120466, -3.230224132537842, -6.436839580535889
2008-01-17T10:11:51.358Z, 0.013097, -3.2294952869415283, -6.450584888458252
2008-01-17T10:12:46.558Z, 0.028912, -3.228710174560547, -6.464261054992676
2008-01-17T10:13:41.758Z, 0.044727, -3.2278692722320557, -6.477868556976318
2008-01-17T10:14:36.957Z, 0.060541, -3.2269725799560547, -6.4914069175720215
2008-01-17T10:15:32.157Z, 0.076355, -3.226019859313965, -6.50487756729126
2008-01-17T10:16:27.357Z, 0.092168, -3.2250113487243652, -6.518279552459717
2008-01-17T10:17:22.557Z, 0.10798, -3.223947286605835, -6.531613826751709
2008-01-17T10:18:17.757Z, 0.12379, -3.222827672958374, -6.544880390167236
2008-01-17T10:19:12.957Z, 0.13960, -3.2216525077819824, -6.558079242706299
2008-01-17T10:20:08.157Z, 0.15541, -3.2204220294952393, -6.5712103843688965
2008-01-17T11:41:05.757Z, 1.5227, -2.9027493000030518, -7.479104042053223
2008-01-17T11:42:00.957Z, 1.5378, -2.8968846797943115, -7.486762523651123
2008-01-17T11:42:56.157Z, 1.5529, -2.8909690380096436, -7.494359016418457
2008-01-17T11:43:51.357Z, 1.5679, -2.885005474090576, -7.501897811889648
2008-01-17T11:44:46.557Z, 1.5830, -2.878994941711426, -7.5093793869018555
2008-01-17T11:45:41.757Z, 1.5981, -2.8729374408721924, -7.516804218292236
2008-01-17T11:46:36.957Z, 1.6131, -2.866832971572876, -7.524171829223633
2008-01-17T11:47:32.157Z, 1.6281, -2.8606817722320557, -7.531482696533203
2008-01-17T11:48:27.357Z, 1.6431, -2.8544840812683105, -7.538736820220947
2008-01-17T11:49:22.557Z, 1.6581, -2.8482398986816406, -7.545934200286865
2008-01-17T11:50:17.757Z, 1.6731, -2.841949462890625, -7.553074359893799
2008-01-17T11:51:12.957Z, 1.6881, -2.8356127738952637, -7.5601582527160645
2008-01-17T11:52:08.157Z, 1.7030, -2.8292298316955566, -7.567184925079346
2008-01-17T11:53:03.357Z, 1.7180, -2.822800874710083, -7.574155330657959
2008-01-17T11:53:58.557Z, 1.7329, -2.8163249492645264, -7.581067085266113
2008-01-17T11:54:53.757Z, 1.7478, -2.809799909591675, -7.587918758392334
2008-01-17T11:55:48.957Z, 1.7627, -2.803229570388794, -7.5947136878967285
2008-01-17T11:56:44.157Z, 1.7776, -2.7966134548187256, -7.601452350616455
2008-01-17T11:57:39.356Z, 1.7924, -2.789952278137207, -7.6081342697143555
2008-01-17T11:58:34.556Z, 1.8073, -2.78324556350708, -7.61475944519043
2008-01-17T11:59:29.756Z, 1.8221, -2.776494026184082, -7.621328353881836
2008-01-17T12:00:24.956Z, 1.8370, -2.7696971893310547, -7.627840995788574
2008-01-17T12:01:20.156Z, 1.8518, -2.7628555297851562, -7.634296894073486
2008-01-17T12:02:15.356Z, 1.8666, -2.755969285964966, -7.6406965255737305
2008-01-17T12:03:10.556Z, 1.8814, -2.7490382194519043, -7.647039413452148
2008-01-17T12:04:05.756Z, 1.8961, -2.74206280708313, -7.653326034545898
2008-01-17T12:05:00.956Z, 1.9109, -2.7350428104400635, -7.6595563888549805
2008-01-17T12:05:56.156Z, 1.9256, -2.727975368499756, -7.665726184844971
2008-01-17T12:06:51.356Z, 1.9403, -2.720863103866577, -7.671838760375977
2008-01-17T12:07:46.556Z, 1.9550, -2.7137067317962646, -7.677894592285156
2008-01-17T12:08:41.756Z, 1.9697, -2.7065064907073975, -7.683894157409668
2008-01-17T12:09:36.956Z, 1.9844, -2.6992626190185547, -7.689837455749512
2008-01-17T12:10:32.156Z, 1.9991, -2.6919751167297363, -7.695724964141846
2008-01-17T12:11:27.356Z, 2.0137, -2.6846442222595215, -7.7015557289123535
2008-01-17T12:12:22.556Z, 2.0283, -2.6772701740264893, -7.707330226898193
2008-01-17T12:13:17.756Z, 2.0429, -2.6698527336120605, -7.713048458099365
2008-01-17T12:14:12.956Z, 2.0575, -2.6623923778533936, -7.718710422515869
2008-01-17T12:15:08.156Z, 2.0721, -2.6548891067504883, -7.724316120147705
2008-01-17T12:16:03.356Z, 2.0867, -2.647343158721924, -7.729866027832031
2008-01-17T12:16:58.556Z, 2.1012, -2.6397533416748047, -7.735357761383057
2008-01-17T12:17:53.756Z, 2.1158, -2.632117986679077, -7.740789413452148
2008-01-17T12:18:48.956Z, 2.1303, -2.6244406700134277, -7.746164798736572
2008-01-17T12:19:44.156Z, 2.1448, -2.6167209148406982, -7.751484394073486
2008-01-17T12:20:39.356Z, 2.1593, -2.608959197998047, -7.756747245788574
2008-01-17T12:21:34.556Z, 2.1737, -2.6011555194854736, -7.761954307556152
2008-01-17T12:22:29.756Z, 2.1882, -2.5933101177215576, -7.7671051025390625
2008-01-17T12:23:24.956Z, 2.2026, -2.585422992706299, -7.772199630737305
2008-01-17T12:24:20.156Z, 2.2171, -2.5774946212768555, -7.777237892150879
2008-01-17T12:25:15.356Z, 2.2315, -2.5695247650146484, -7.782219886779785
2008-01-17T12:26:10.556Z, 2.2458, -2.561513662338257, -7.787145614624023
2008-01-17T12:27:05.756Z, 2.2602, -2.5534615516662598, -7.792015552520752
2008-01-17T12:28:00.956Z, 2.2746, -2.5453684329986572, -7.796828746795654
2008-01-17T12:28:56.156Z, 2.2889, -2.537231683731079, -7.801581382751465
2008-01-17T12:29:51.356Z, 2.3032, -2.5290534496307373, -7.806277275085449
2008-01-17T12:30:46.556Z, 2.3175, -2.5208346843719482, -7.810916423797607
2008-01-17T12:31:41.756Z, 2.3318, -2.512575626373291, -7.815499782562256
2008-01-17T12:32:36.956Z, 2.3461, -2.5042765140533447, -7.820026397705078
2008-01-17T12:33:32.156Z, 2.3603, -2.4959373474121094, -7.824497222900391
2008-01-17T12:34:27.356Z, 2.3745, -2.487558364868164, -7.828911304473877
2008-01-17T12:35:22.556Z, 2.3888, -2.479139566421509, -7.833269119262695
2008-01-17T12:36:17.756Z, 2.4030, -2.4706814289093018, -7.837571144104004
2008-01-17T12:37:12.956Z, 2.4171, -2.462183713912964, -7.841816425323486
2008-01-17T12:38:08.156Z, 2.4313, -2.4536468982696533, -7.846005439758301
2008-01-17T12:39:03.356Z, 2.4454, -2.445070743560791, -7.850138187408447
2008-01-17T12:39:58.556Z, 2.4596, -2.4364547729492188, -7.854213237762451
2008-01-17T12:40:53.756Z, 2.4737, -2.427797317504883, -7.858227729797363
2008-01-17T12:41:48.956Z, 2.4878, -2.4191012382507324, -7.862186431884766
2008-01-17T12:42:44.156Z, 2.5018, -2.4103667736053467, -7.866088390350342
2008-01-17T12:43:39.356Z, 2.5159, -2.4015941619873047, -7.869933605194092
2008-01-17T12:44:34.556Z, 2.5299, -2.3927831649780273, -7.873723030090332
2008-01-17T12:45:29.756Z, 2.5439, -2.383934259414673, -7.877455711364746
2008-01-17T12:46:24.956Z, 2.5579, -2.3750476837158203, -7.881131649017334
2008-01-17T12:47:20.156Z, 2.5719, -2.3661231994628906, -7.884751319885254
2008-01-17T12:48:15.356Z, 2.5859, -2.357161521911621, -7.888314723968506
2008-01-17T12:49:10.556Z, 2.5998, -2.3481621742248535, -7.891821384429932
2008-01-17T12:50:05.756Z, 2.6137, -2.339125871658325, -7.8952717781066895
2008-01-17T12:51:00.956Z, 2.6277, -2.330052375793457, -7.898665428161621
2008-01-17T12:51:56.156Z, 2.6415, -2.320939302444458, -7.901998519897461
2008-01-17T12:52:51.356Z, 2.6554, -2.311789035797119, -7.9052734375
2008-01-17T12:53:46.556Z, 2.6693, -2.3026020526885986, -7.908492088317871
2008-01-17T12:54:41.756Z, 2.6831, -2.2933788299560547, -7.911653995513916
2008-01-17T12:55:36.956Z, 2.6969, -2.2841193675994873, -7.914759159088135
2008-01-17T12:56:32.156Z, 2.7107, -2.2748239040374756, -7.917807579040527
2008-01-17T12:57:27.356Z, 2.7245, -2.2654926776885986, -7.920799732208252
2008-01-17T12:58:22.556Z, 2.7382, -2.2561256885528564, -7.923734664916992
2008-01-17T12:59:17.756Z, 2.7520, -2.246723175048828, -7.926612854003906
2008-01-17T13:00:12.956Z, 2.7657, -2.2372853755950928, -7.929434776306152
2008-01-17T13:01:08.156Z, 2.7794, -2.2278122901916504, -7.932199478149414
2008-01-17T13:02:03.356Z, 2.7931, -2.218304395675659, -7.93490743637085
2008-01-17T13:02:58.556Z, 2.8067, -2.2087604999542236, -7.937556743621826
2008-01-17T13:03:53.756Z, 2.8203, -2.1991798877716064, -7.940145492553711
2008-01-17T13:04:48.956Z, 2.8340, -2.1895647048950195, -7.9426774978637695
2008-01-17T13:05:44.156Z, 2.8476, -2.179915189743042, -7.945152282714844
2008-01-17T13:06:39.356Z, 2.8611, -2.170231580734253, -7.947570323944092
2008-01-17T13:07:34.556Z, 2.8747, -2.1605141162872314, -7.9499311447143555
2008-01-17T13:08:29.756Z, 2.8882, -2.1507627964019775, -7.952235221862793
2008-01-17T13:09:24.956Z, 2.9018, -2.1409778594970703, -7.954482078552246
2008-01-17T13:10:20.156Z, 2.9153, -2.131159543991089, -7.956672191619873
2008-01-17T13:11:15.356Z, 2.9287, -2.1213080883026123, -7.958804607391357
2008-01-17T13:12:10.556Z, 2.9422, -2.1114234924316406, -7.960880279541016
2008-01-17T13:13:05.756Z, 2.9556, -2.101505994796753, -7.9628987312316895
2008-01-17T13:14:00.956Z, 2.9691, -2.0915558338165283, -7.964859962463379
2008-01-17T13:14:56.156Z, 2.9825, -2.081570625305176, -7.966759204864502
2008-01-17T13:15:51.356Z, 2.9958, -2.0715527534484863, -7.968600273132324
2008-01-17T13:16:46.556Z, 3.0092, -2.061502456665039, -7.97038459777832
2008-01-17T13:17:41.756Z, 3.0225, -2.051420211791992, -7.972110748291016
2008-01-17T13:18:36.956Z, 3.0358, -2.041306257247925, -7.973780155181885
2008-01-17T13:19:32.156Z, 3.0491, -2.031160831451416, -7.975391864776611
2008-01-17T13:20:27.356Z, 3.0624, -2.020983934402466, -7.9769463539123535
2008-01-17T13:21:22.556Z, 3.0757, -2.0107758045196533, -7.978443145751953
2008-01-17T13:22:17.756Z, 3.0889, -2.0005366802215576, -7.97988224029541
2008-01-17T13:23:12.956Z, 3.1021, -1.9902665615081787, -7.981264114379883
2008-01-17T13:24:08.156Z, 3.1153, -1.9799658060073853, -7.982588291168213
2008-01-17T13:25:03.356Z, 3.1285, -1.9696346521377563, -7.983855247497559
2008-01-17T13:25:58.556Z, 3.1416, -1.9592722654342651, -7.985062599182129
2008-01-17T13:26:53.756Z, 3.1548, -1.9488779306411743, -7.986208438873291
2008-01-17T13:27:48.956Z, 3.1679, -1.9384535551071167, -7.9872965812683105
2008-01-17T13:28:44.156Z, 3.1809, -1.9279996156692505, -7.988326549530029
2008-01-17T13:29:39.356Z, 3.1940, -1.9175161123275757, -7.989299297332764
2008-01-17T13:30:34.556Z, 3.2071, -1.9070032835006714, -7.990213871002197
2008-01-17T13:31:29.756Z, 3.2201, -1.8964612483978271, -7.991070747375488
2008-01-17T13:32:24.956Z, 3.2331, -1.8858903646469116, -7.991869926452637
2008-01-17T13:33:20.156Z, 3.2460, -1.8752907514572144, -7.992610931396484
2008-01-17T13:34:15.356Z, 3.2590, -1.864662528038025, -7.9932942390441895
2008-01-17T13:35:10.556Z, 3.2719, -1.854006052017212, -7.993919372558594
2008-01-17T13:36:05.756Z, 3.2849, -1.8433213233947754, -7.994486331939697
2008-01-17T13:37:00.956Z, 3.2977, -1.8326085805892944, -7.9949951171875
2008-01-17T13:37:56.156Z, 3.3106, -1.8218660354614258, -7.995441436767578
2008-01-17T13:38:51.356Z, 3.3235, -1.8110954761505127, -7.995828628540039
2008-01-17T13:39:46.556Z, 3.3363, -1.800297498703003, -7.996157646179199
2008-01-17T13:40:41.756Z, 3.3491, -1.7894723415374756, -7.996428489685059
2008-01-17T13:41:36.956Z, 3.3619, -1.7786202430725098, -7.996641159057617
2008-01-17T13:42:32.155Z, 3.3746, -1.7677415609359741, -7.996795177459717
2008-01-17T13:43:27.355Z, 3.3874, -1.756836175918579, -7.996891021728516
2008-01-17T13:44:22.555Z, 3.4001, -1.7459043264389038, -7.9969282150268555
2008-01-17T13:45:17.755Z, 3.4128, -1.7349464893341064, -7.9969072341918945
2008-01-17T13:46:12.955Z, 3.4254, -1.7239625453948975, -7.996828079223633
2008-01-17T13:47:08.155Z, 3.4381, -1.7129528522491455, -7.996689796447754
2008-01-17T13:48:03.355Z, 3.4507, -1.7019176483154297, -7.996493339538574
2008-01-17T13:48:58.555Z, 3.4633, -1.6908563375473022, -7.996236801147461
2008-01-17T13:49:53.755Z, 3.4759, -1.6797682046890259, -7.995917320251465
2008-01-17T13:50:48.955Z, 3.4884, -1.6686551570892334, -7.995539665222168
2008-01-17T13:51:44.155Z, 3.5010, -1.657517433166504, -7.995102882385254
