# Generated by Autoplot on Mon Oct 10 07:28:15 CDT 2011
# {"Proton_Density": {
#    "LABEL": "Proton Density (cm-3)",
#    "UNITS": "cm-3"
# }}
# TITLE: Proton Density (/cc)
# UNITS: cm-3
Epoch (cdfEpoch), Proton_Density (cm-3)
2003-05-03T13:24:32.321Z,    4.26
2003-05-03T13:27:02.220Z,    4.25
2003-05-03T13:29:32.119Z,    4.47
2003-05-03T13:32:02.020Z,    4.51
2003-05-03T13:34:31.922Z,    4.39
2003-05-03T13:37:01.824Z,    4.50
2003-05-03T13:39:31.725Z,    4.06
2003-05-03T13:42:01.626Z,    3.99
2003-05-03T13:44:31.528Z,    3.97
2003-05-03T13:47:01.431Z,    4.44
2003-05-03T13:49:31.331Z,    4.30
2003-05-03T13:52:01.230Z,    4.49
2003-05-03T13:54:31.132Z,    4.54
2003-05-03T13:57:01.037Z,    4.51
2003-05-03T13:59:30.933Z,    4.19
2003-05-03T14:02:00.837Z,    4.33
2003-05-03T14:04:30.741Z,    4.02
2003-05-03T14:07:00.645Z,    4.28
2003-05-03T14:09:30.551Z,    4.37
2003-05-03T14:12:00.442Z,    4.43
2003-05-03T14:14:30.345Z,    4.16
2003-05-03T14:17:00.246Z,    3.94
2003-05-03T14:19:30.148Z,    4.99
2003-05-03T14:22:00.051Z,    4.46
2003-05-03T14:24:29.954Z,    4.41
2003-05-03T14:26:59.852Z,    4.32
2003-05-03T14:29:29.754Z,    4.31
2003-05-03T14:31:59.659Z,    4.38
2003-05-03T14:34:29.561Z,    4.27
2003-05-03T14:36:59.457Z,    4.39
2003-05-03T14:39:29.352Z,    4.64
2003-05-03T14:41:59.255Z,    4.57
2003-05-03T14:44:29.158Z,    4.74
2003-05-03T14:46:59.061Z,    4.87
2003-05-03T14:49:28.963Z,    4.69
2003-05-03T14:51:58.866Z,    4.66
2003-05-03T14:54:28.765Z,    5.18
2003-05-03T14:56:58.671Z,    4.74
2003-05-03T14:59:28.574Z,    4.84
2003-05-03T15:01:58.467Z,    5.10
2003-05-03T15:04:28.368Z,    5.01
2003-05-03T15:06:58.269Z,    5.16
2003-05-03T15:09:28.170Z,    4.81
2003-05-03T15:11:58.074Z,    4.72
2003-05-03T15:14:27.979Z,    4.85
2003-05-03T15:16:57.874Z,    5.79
2003-05-03T15:19:27.781Z,    5.12
2003-05-03T15:21:57.684Z,    5.64
2003-05-03T15:24:27.582Z,    5.25
2003-05-03T15:26:57.477Z,    5.32
2003-05-03T15:29:27.377Z,    5.27
2003-05-03T15:31:57.282Z,    5.16
2003-05-03T15:34:27.186Z,    5.08
2003-05-03T15:36:57.087Z,    5.11
2003-05-03T15:39:26.989Z,    5.17
2003-05-03T15:41:56.892Z,    5.31
2003-05-03T15:44:26.792Z,    5.08
2003-05-03T15:46:56.694Z,    4.88
2003-05-03T15:49:26.593Z,    4.94
2003-05-03T15:51:56.493Z,    4.87
2003-05-03T15:54:26.397Z,    4.80
2003-05-03T15:56:56.295Z,    4.33
2003-05-03T15:59:26.198Z,    5.06
2003-05-03T16:01:56.101Z,    5.04
2003-05-03T16:04:26.005Z,    4.85
2003-05-03T16:06:55.900Z,    3.96
2003-05-03T16:09:25.805Z,    4.59
2003-05-03T16:11:55.705Z,    4.33
2003-05-03T16:14:25.605Z,    4.73
2003-05-03T16:16:55.511Z,    4.49
2003-05-03T16:19:25.422Z,    4.65
2003-05-03T16:21:55.355Z,    4.62
2003-05-03T16:24:25.287Z,    4.65
2003-05-03T16:26:55.221Z,    4.74
2003-05-03T16:29:25.150Z,    4.54
2003-05-03T16:31:55.081Z,    4.51
2003-05-03T16:34:25.014Z,    4.49
2003-05-03T16:36:54.944Z,    4.44
2003-05-03T16:39:24.877Z,    4.46
2003-05-03T16:41:54.805Z,    4.50
2003-05-03T16:44:24.741Z,    4.94
2003-05-03T16:46:54.668Z,    4.54
2003-05-03T16:49:24.603Z,    4.81
2003-05-03T16:51:54.535Z,    5.04
2003-05-03T16:54:24.465Z,    4.50
2003-05-03T16:56:54.400Z,    4.97
2003-05-03T16:59:24.329Z,    4.88
2003-05-03T17:01:54.261Z,    4.86
2003-05-03T17:04:24.194Z,    5.01
2003-05-03T17:06:54.123Z,    4.87
2003-05-03T17:09:24.057Z,    4.68
2003-05-03T17:11:53.988Z,    5.50
2003-05-03T17:14:23.922Z,    5.16
2003-05-03T17:16:53.857Z,    4.90
2003-05-03T17:19:23.786Z,    5.22
2003-05-03T17:21:53.719Z,    5.07
2003-05-03T17:24:23.651Z,    4.92
2003-05-03T17:26:53.587Z,    4.95
2003-05-03T17:29:23.514Z,    5.18
2003-05-03T17:31:53.447Z,    5.46
2003-05-03T17:34:23.377Z,    5.00
2003-05-03T17:36:53.311Z,    5.25
2003-05-03T17:39:23.243Z,    5.04
2003-05-03T17:41:53.174Z,    4.61
2003-05-03T17:44:23.104Z,    5.11
2003-05-03T17:46:53.038Z,    4.47
2003-05-03T17:49:22.973Z,    4.73
2003-05-03T17:51:52.902Z,    4.91
2003-05-03T17:54:22.836Z,    5.12
2003-05-03T17:56:52.769Z,    4.61
2003-05-03T17:59:22.701Z,    4.76
2003-05-03T18:01:52.631Z,    4.93
2003-05-03T18:04:22.562Z,    4.85
2003-05-03T18:06:52.495Z,    4.89
2003-05-03T18:09:22.428Z,    5.06
2003-05-03T18:11:52.360Z,    4.93
2003-05-03T18:14:22.293Z,    4.82
2003-05-03T18:16:52.222Z,    4.66
2003-05-03T18:19:22.158Z,    4.73
2003-05-03T18:21:52.089Z,    4.98
2003-05-03T18:24:22.019Z,    4.81
2003-05-03T18:26:51.951Z,    4.84
2003-05-03T18:29:21.884Z,    5.35
2003-05-03T18:31:51.816Z,    4.85
2003-05-03T18:34:21.749Z,    4.89
2003-05-03T18:36:51.680Z,    4.43
2003-05-03T18:39:21.612Z,    4.48
2003-05-03T18:41:51.541Z,    4.70
2003-05-03T18:44:21.474Z,    4.67
2003-05-03T18:46:51.405Z,    4.54
2003-05-03T18:49:21.338Z,    4.68
2003-05-03T18:51:51.268Z,    4.79
2003-05-03T18:54:21.203Z,    4.89
2003-05-03T18:56:51.134Z,    4.71
2003-05-03T18:59:21.067Z,    4.80
2003-05-03T19:01:50.998Z,    4.70
2003-05-03T19:04:20.931Z,    4.62
2003-05-03T19:06:50.864Z,    4.67
2003-05-03T19:09:20.796Z,    4.67
2003-05-03T19:11:50.722Z,    4.70
2003-05-03T19:14:20.656Z,    5.04
2003-05-03T19:16:50.586Z,    4.76
2003-05-03T19:19:20.516Z,    4.87
2003-05-03T19:21:50.454Z,    4.93
2003-05-03T19:24:20.383Z,    4.24
2003-05-03T19:26:50.316Z,    4.29
2003-05-03T19:29:20.249Z,    4.26
2003-05-03T19:31:50.182Z,    4.28
2003-05-03T19:34:20.110Z,    4.35
2003-05-03T19:36:50.044Z,    4.56
2003-05-03T19:39:19.972Z,    4.71
2003-05-03T19:41:49.907Z,    4.43
2003-05-03T19:44:19.836Z,    5.40
2003-05-03T19:46:49.772Z,    5.53
2003-05-03T19:49:19.700Z,    5.53
2003-05-03T19:51:49.630Z,    5.67
2003-05-03T19:54:19.565Z,    5.58
2003-05-03T19:56:49.495Z,    5.59
2003-05-03T19:59:19.429Z,    5.43
2003-05-03T20:01:49.361Z,    5.55
2003-05-03T20:04:19.288Z,    5.42
2003-05-03T20:06:49.222Z,    5.63
2003-05-03T20:09:19.152Z,    5.25
2003-05-03T20:11:49.087Z,    5.26
2003-05-03T20:14:19.017Z,    5.35
2003-05-03T20:16:48.948Z,    5.68
2003-05-03T20:19:18.878Z,    5.00
2003-05-03T20:21:48.809Z,    5.41
2003-05-03T20:24:18.742Z,    5.75
2003-05-03T20:26:48.674Z,    5.18
2003-05-03T20:29:18.605Z,    5.27
2003-05-03T20:31:48.538Z,    5.39
2003-05-03T20:34:18.471Z,    5.47
2003-05-03T20:36:48.401Z,    4.76
2003-05-03T20:39:18.333Z,    5.36
2003-05-03T20:41:48.266Z,    5.30
2003-05-03T20:44:18.198Z,    5.01
2003-05-03T20:46:48.130Z,    5.08
2003-05-03T20:49:18.063Z,    5.20
2003-05-03T20:51:47.992Z,    5.25
2003-05-03T20:54:17.927Z,    4.99
2003-05-03T20:56:47.854Z,    4.97
2003-05-03T20:59:17.787Z,    5.14
2003-05-03T21:01:47.717Z,    4.92
2003-05-03T21:04:17.647Z,    4.61
2003-05-03T21:06:47.578Z,    5.09
2003-05-03T21:09:17.511Z,    4.99
2003-05-03T21:11:47.443Z,    4.62
2003-05-03T21:14:17.375Z,    4.34
2003-05-03T21:16:47.308Z,    5.08
2003-05-03T21:19:17.241Z,    4.20
2003-05-03T21:21:47.171Z,    4.16
2003-05-03T21:24:17.106Z,    4.00
2003-05-03T21:26:47.036Z,    3.55
2003-05-03T21:29:16.968Z,    3.62
2003-05-03T21:31:46.898Z,    3.55
2003-05-03T21:34:16.827Z,    3.90
2003-05-03T21:36:46.760Z,    4.35
2003-05-03T21:39:16.693Z,    4.27
2003-05-03T21:41:46.625Z,    3.95
2003-05-03T21:44:16.557Z,    3.68
2003-05-03T21:46:46.490Z,    3.77
2003-05-03T21:49:16.420Z,    3.73
2003-05-03T21:51:46.356Z,    3.77
2003-05-03T21:54:16.287Z,    3.93
2003-05-03T21:56:46.217Z,    3.73
2003-05-03T21:59:16.147Z,    3.90
2003-05-03T22:01:46.080Z,    3.73
2003-05-03T22:04:16.014Z,    3.68
2003-05-03T22:06:45.942Z,    3.89
2003-05-03T22:09:15.876Z,    3.61
2003-05-03T22:11:45.808Z,    3.36
2003-05-03T22:14:15.739Z,    3.79
2003-05-03T22:16:45.671Z,    4.00
2003-05-03T22:19:15.603Z,    3.42
2003-05-03T22:21:45.537Z,    3.90
2003-05-03T22:24:15.467Z,    3.97
2003-05-03T22:26:45.399Z,    3.94
2003-05-03T22:29:15.332Z,    4.70
2003-05-03T22:31:45.259Z,    3.87
2003-05-03T22:34:15.194Z,    4.61
2003-05-03T22:36:45.124Z,    4.28
2003-05-03T22:39:15.059Z,    4.54
2003-05-03T22:41:44.993Z,    4.47
2003-05-03T22:44:14.921Z,    4.70
2003-05-03T22:46:44.853Z,    4.92
2003-05-03T22:49:14.784Z,    5.01
2003-05-03T22:51:44.714Z,    4.85
2003-05-03T22:54:14.648Z,    4.53
2003-05-03T22:56:44.580Z,    4.53
2003-05-03T22:59:14.511Z,    5.09
2003-05-03T23:01:44.443Z,    5.52
2003-05-03T23:04:14.377Z,    5.68
2003-05-03T23:06:44.306Z,    5.29
2003-05-03T23:09:14.240Z,    5.45
2003-05-03T23:11:44.170Z,    5.72
2003-05-03T23:14:14.103Z,    5.29
2003-05-03T23:16:44.033Z,    4.73
2003-05-03T23:19:13.968Z,    4.52
2003-05-03T23:21:43.901Z,    4.70
2003-05-03T23:24:13.831Z,    4.51
2003-05-03T23:26:43.762Z,    4.00
2003-05-03T23:29:13.695Z,    4.06
2003-05-03T23:31:43.626Z,    4.18
2003-05-03T23:34:13.557Z,    4.46
2003-05-03T23:36:43.489Z,    3.98
2003-05-03T23:39:13.419Z,    3.74
2003-05-03T23:41:43.354Z,    3.42
2003-05-03T23:44:13.281Z,    4.45
2003-05-03T23:46:43.215Z,    4.82
2003-05-03T23:49:13.147Z,    5.22
2003-05-03T23:51:43.077Z,    4.49
2003-05-03T23:54:13.009Z,    4.36
2003-05-03T23:56:42.942Z,    4.19
2003-05-03T23:59:12.874Z,    3.95
2003-05-04T00:01:42.805Z,    4.01
2003-05-04T00:04:12.738Z,    3.69
2003-05-04T00:06:42.670Z,    3.80
2003-05-04T00:09:12.600Z,    3.55
2003-05-04T00:11:42.533Z,    3.28
2003-05-04T00:14:12.466Z,    3.41
2003-05-04T00:16:42.394Z,    4.37
2003-05-04T00:19:12.329Z,    3.39
2003-05-04T00:21:42.258Z,    3.21
2003-05-04T00:24:12.189Z,    3.21
2003-05-04T00:26:42.122Z,    3.44
2003-05-04T00:29:12.056Z,    3.08
2003-05-04T00:32:19.466Z,    3.17
2003-05-04T00:34:49.403Z,    3.16
2003-05-04T00:37:19.330Z,    3.38
2003-05-04T00:39:49.263Z,    3.28
2003-05-04T00:42:19.197Z,    3.29
2003-05-04T00:44:49.128Z,    3.40
2003-05-04T00:47:19.059Z,    3.40
2003-05-04T00:49:48.989Z,    3.16
2003-05-04T00:52:18.922Z,    3.58
2003-05-04T00:54:48.855Z,    3.49
2003-05-04T00:57:18.781Z,    3.12
2003-05-04T00:59:48.717Z,    3.17
2003-05-04T01:02:18.647Z,    3.27
2003-05-04T01:04:48.580Z,    2.76
2003-05-04T01:07:18.513Z,    2.71
2003-05-04T01:09:48.443Z,    2.77
2003-05-04T01:12:18.372Z,    2.65
2003-05-04T01:14:48.304Z,    2.68
2003-05-04T01:17:18.237Z,    2.74
2003-05-04T01:19:48.166Z,    2.60
2003-05-04T01:22:18.099Z,    2.65
2003-05-04T01:24:48.032Z,    2.82
2003-05-04T01:27:17.964Z,    2.75
2003-05-04T01:29:47.895Z,    2.77
2003-05-04T01:32:17.826Z,    2.72
2003-05-04T01:34:47.758Z,    2.78
2003-05-04T01:37:17.689Z,    2.68
2003-05-04T01:39:47.618Z,    2.61
2003-05-04T01:42:17.549Z,    2.98
2003-05-04T01:44:47.483Z,    3.03
2003-05-04T01:47:17.413Z,    2.66
2003-05-04T01:49:47.346Z,    2.60
2003-05-04T01:52:17.279Z,    2.68
2003-05-04T01:54:47.207Z,    2.93
2003-05-04T01:57:17.140Z,    3.06
2003-05-04T01:59:47.072Z,    3.20
2003-05-04T02:02:17.006Z,    3.14
2003-05-04T02:04:46.935Z,    3.24
2003-05-04T02:07:16.862Z,    3.52
2003-05-04T02:09:46.799Z,    3.68
2003-05-04T02:12:16.727Z,    3.37
2003-05-04T02:14:46.654Z,    3.50
2003-05-04T02:17:16.588Z,    3.63
2003-05-04T02:19:46.516Z,    3.47
2003-05-04T02:22:16.449Z,    3.49
2003-05-04T02:24:46.379Z,    3.09
2003-05-04T02:27:16.312Z,    3.02
2003-05-04T02:29:46.244Z,    3.05
2003-05-04T02:32:16.176Z,    3.41
2003-05-04T02:34:46.107Z,    3.42
2003-05-04T02:37:16.038Z,    3.31
2003-05-04T02:39:45.971Z,    3.07
2003-05-04T02:42:15.897Z,    3.37
2003-05-04T02:44:45.829Z,    3.28
2003-05-04T02:47:15.761Z,    2.93
2003-05-04T02:49:45.689Z,    2.81
2003-05-04T02:52:15.623Z,    2.70
2003-05-04T02:54:45.553Z,    3.20
2003-05-04T02:57:15.486Z,    3.55
2003-05-04T02:59:45.416Z,    3.17
2003-05-04T03:02:15.344Z,    3.44
2003-05-04T03:04:45.278Z,    3.47
2003-05-04T03:07:15.209Z,    3.14
2003-05-04T03:09:45.140Z,    3.47
2003-05-04T03:12:15.071Z,    2.50
2003-05-04T03:14:45.003Z,    3.45
2003-05-04T03:17:14.933Z,    2.58
2003-05-04T03:19:44.865Z,    2.87
2003-05-04T03:22:14.798Z,    2.82
2003-05-04T03:24:44.726Z,    2.69
2003-05-04T03:27:14.658Z,    2.81
2003-05-04T03:29:44.588Z,    2.39
2003-05-04T03:32:14.520Z,    2.52
2003-05-04T03:34:44.451Z,    2.64
2003-05-04T03:37:14.381Z,    2.66
2003-05-04T03:39:44.311Z,    2.78
2003-05-04T03:42:14.243Z,    2.93
2003-05-04T03:44:44.174Z,    2.59
2003-05-04T03:47:14.109Z,    2.69
2003-05-04T03:49:44.038Z,    2.60
2003-05-04T03:52:13.970Z,    2.42
2003-05-04T03:54:43.901Z,    2.72
2003-05-04T03:57:13.832Z,    2.34
2003-05-04T03:59:43.763Z,    2.62
2003-05-04T04:02:13.690Z,    2.65
2003-05-04T04:04:43.622Z,    2.77
2003-05-04T04:07:13.553Z,    2.88
2003-05-04T04:09:43.485Z,    2.77
2003-05-04T04:12:13.417Z,    2.86
2003-05-04T04:14:43.349Z,    2.58
2003-05-04T04:17:13.280Z,    2.56
2003-05-04T04:19:43.209Z,    2.70
2003-05-04T04:22:13.144Z,    2.75
2003-05-04T04:24:43.072Z,    2.74
2003-05-04T04:27:13.004Z,    2.87
2003-05-04T04:29:42.952Z,    2.45
2003-05-04T04:32:12.912Z,    2.55
2003-05-04T04:34:42.843Z,    2.51
2003-05-04T04:37:12.772Z,    2.16
2003-05-04T04:39:42.705Z,    2.45
2003-05-04T04:42:12.637Z,    2.24
2003-05-04T04:44:42.572Z,    2.18
2003-05-04T04:47:12.501Z,    2.03
2003-05-04T04:49:42.431Z,    2.25
2003-05-04T04:52:12.365Z,    2.08
2003-05-04T04:54:42.296Z,    2.48
2003-05-04T04:57:12.232Z,    2.74
2003-05-04T04:59:42.161Z,    2.35
2003-05-04T05:02:12.095Z,    2.46
2003-05-04T05:04:42.027Z,    2.87
2003-05-04T05:07:11.963Z,    2.24
2003-05-04T05:09:41.893Z,    2.38
2003-05-04T05:12:11.827Z,    2.30
2003-05-04T05:14:41.759Z,    2.26
2003-05-04T05:17:11.693Z,    2.33
2003-05-04T05:19:41.625Z,    2.01
2003-05-04T05:22:11.556Z,    2.56
2003-05-04T05:24:41.493Z,    2.21
2003-05-04T05:27:11.423Z,    2.21
2003-05-04T05:29:41.355Z,    2.24
2003-05-04T05:32:11.290Z,    2.31
2003-05-04T05:34:41.226Z,    2.27
2003-05-04T05:37:11.157Z,    2.28
2003-05-04T05:39:41.088Z,    2.35
2003-05-04T05:42:11.023Z,    2.52
2003-05-04T05:44:40.956Z,    2.59
2003-05-04T05:47:10.889Z,    2.55
2003-05-04T05:49:40.820Z,    2.47
2003-05-04T05:52:10.758Z,    2.60
2003-05-04T05:54:40.689Z,    2.49
2003-05-04T05:57:10.621Z,    2.63
2003-05-04T05:59:40.555Z,    2.56
2003-05-04T06:02:10.490Z,    2.47
2003-05-04T06:04:40.419Z,    2.48
2003-05-04T06:07:10.351Z,    2.42
2003-05-04T06:09:40.288Z,    2.55
2003-05-04T06:12:10.220Z,    2.64
2003-05-04T06:14:40.152Z,    2.58
2003-05-04T06:17:10.082Z,    2.86
2003-05-04T06:19:40.019Z,    2.66
2003-05-04T06:22:09.949Z,    2.55
2003-05-04T06:24:39.881Z,    2.61
2003-05-04T06:27:09.818Z,    2.75
2003-05-04T06:29:39.752Z,    2.32
2003-05-04T06:32:09.680Z,    2.38
2003-05-04T06:34:39.619Z,    2.52
2003-05-04T06:37:09.552Z,    2.60
2003-05-04T06:39:39.483Z,    2.67
2003-05-04T06:42:09.415Z,    2.62
2003-05-04T06:44:39.349Z,    2.79
2003-05-04T06:47:09.283Z,    2.45
2003-05-04T06:49:39.213Z,    2.42
2003-05-04T06:52:09.143Z,    2.40
2003-05-04T06:54:39.076Z,    2.18
2003-05-04T06:57:09.010Z,    2.46
2003-05-04T06:59:38.944Z,    2.47
2003-05-04T07:02:08.877Z,    2.09
2003-05-04T07:04:38.809Z,    2.39
2003-05-04T07:07:08.743Z,    2.19
2003-05-04T07:09:38.675Z,    2.48
2003-05-04T07:12:08.609Z,    2.36
2003-05-04T07:14:38.541Z,    2.40
2003-05-04T07:17:08.474Z,    2.24
2003-05-04T07:19:38.408Z,    2.04
2003-05-04T07:22:08.340Z,    2.08
2003-05-04T07:24:38.271Z,    2.11
2003-05-04T07:27:08.204Z,    2.03
2003-05-04T07:29:38.137Z,    2.20
2003-05-04T07:32:08.069Z,    2.00
2003-05-04T07:34:38.002Z,    1.87
2003-05-04T07:37:07.934Z,    1.99
2003-05-04T07:39:37.868Z,    1.88
2003-05-04T07:42:07.803Z,    2.01
2003-05-04T07:44:37.734Z,    2.00
2003-05-04T07:47:07.667Z,    2.03
2003-05-04T07:49:37.603Z,    1.83
2003-05-04T07:52:07.533Z,    1.84
2003-05-04T07:54:37.467Z,    1.99
2003-05-04T07:57:07.400Z,    2.30
2003-05-04T07:59:37.332Z,    2.25
2003-05-04T08:02:07.266Z,    1.85
2003-05-04T08:04:37.198Z,    1.86
2003-05-04T08:07:07.128Z,    2.45
2003-05-04T08:09:37.060Z,    2.06
2003-05-04T08:12:06.997Z,    2.61
2003-05-04T08:14:36.928Z,    2.78
2003-05-04T08:17:06.859Z,    2.42
2003-05-04T08:19:36.793Z,    2.19
2003-05-04T08:22:06.725Z,    2.08
2003-05-04T08:24:36.659Z,    2.01
2003-05-04T08:27:06.592Z,    2.47
2003-05-04T08:29:36.526Z,    2.64
2003-05-04T08:32:06.459Z,    2.93
2003-05-04T08:34:36.391Z,    2.78
2003-05-04T08:37:06.326Z,    2.71
2003-05-04T08:39:36.255Z,    2.76
2003-05-04T08:42:06.190Z,    2.85
2003-05-04T08:44:36.119Z,    2.89
2003-05-04T08:47:06.053Z,    3.10
2003-05-04T08:49:35.983Z,    3.17
2003-05-04T08:52:05.917Z,    3.04
2003-05-04T08:54:35.850Z,    2.87
2003-05-04T08:57:05.785Z,    2.75
2003-05-04T08:59:35.719Z,    4.66
2003-05-04T09:02:05.651Z,    4.21
2003-05-04T09:04:35.584Z,    4.14
2003-05-04T09:07:05.513Z,    4.45
2003-05-04T09:09:35.451Z,    4.71
2003-05-04T09:12:05.379Z,    4.78
2003-05-04T09:14:35.309Z,    4.76
2003-05-04T09:17:05.248Z,    5.05
2003-05-04T09:19:35.178Z,    4.64
2003-05-04T09:22:05.110Z,    4.33
2003-05-04T09:24:35.043Z,    4.43
2003-05-04T09:27:04.978Z,    4.50
2003-05-04T09:29:34.910Z,    4.78
2003-05-04T09:32:04.844Z,    4.36
2003-05-04T09:34:34.775Z,    4.59
2003-05-04T09:37:04.710Z,    4.36
2003-05-04T09:39:34.641Z,    4.02
2003-05-04T09:42:04.574Z,    4.34
2003-05-04T09:44:34.509Z,    4.22
2003-05-04T09:47:04.440Z,    4.73
2003-05-04T09:49:34.373Z,    4.08
2003-05-04T09:52:04.303Z,    4.18
2003-05-04T09:54:34.238Z,    4.61
2003-05-04T09:57:04.171Z,    5.30
2003-05-04T09:59:34.103Z,    4.67
2003-05-04T10:02:04.035Z,    3.95
2003-05-04T10:04:33.968Z,    3.29
2003-05-04T10:07:03.899Z,    3.91
2003-05-04T10:09:33.835Z,    3.12
2003-05-04T10:12:03.766Z,    3.58
2003-05-04T10:14:33.698Z,    3.78
2003-05-04T10:17:03.632Z,    3.51
2003-05-04T10:19:33.564Z,    3.38
2003-05-04T10:22:03.496Z,    3.86
2003-05-04T10:24:33.430Z,    3.28
2003-05-04T10:27:03.363Z,    3.95
2003-05-04T10:29:33.296Z,    3.14
2003-05-04T10:32:03.232Z,    3.93
2003-05-04T10:34:33.162Z,    3.58
2003-05-04T10:37:03.095Z,    3.31
2003-05-04T10:39:33.026Z,    3.69
2003-05-04T10:42:02.958Z,    3.87
2003-05-04T10:44:32.894Z,    3.96
2003-05-04T10:47:02.824Z,    4.12
2003-05-04T10:49:32.756Z,    5.32
2003-05-04T10:52:02.690Z,    5.08
2003-05-04T10:54:32.623Z,    4.96
2003-05-04T10:57:02.556Z,    4.32
2003-05-04T10:59:32.488Z,    5.81
2003-05-04T11:02:02.421Z,    6.24
2003-05-04T11:04:32.354Z,    6.14
2003-05-04T11:07:02.282Z,    6.07
2003-05-04T11:09:32.219Z,    6.44
2003-05-04T11:12:02.152Z,    6.64
2003-05-04T11:14:32.083Z,    6.59
2003-05-04T11:17:02.016Z,    6.88
2003-05-04T11:19:31.949Z,    6.79
2003-05-04T11:22:01.883Z,    6.20
2003-05-04T11:24:31.816Z,    6.16
2003-05-04T11:27:01.750Z,    6.16
2003-05-04T11:29:31.680Z,    6.88
2003-05-04T11:32:01.619Z,    6.61
2003-05-04T11:34:31.548Z,    7.06
2003-05-04T11:37:01.481Z,    7.18
2003-05-04T11:39:31.416Z,    6.72
2003-05-04T11:42:01.347Z,    6.54
2003-05-04T11:44:31.277Z,    6.75
2003-05-04T11:47:01.209Z,    7.09
2003-05-04T11:49:31.140Z,    6.95
2003-05-04T11:52:01.074Z,    6.72
2003-05-04T11:54:31.011Z,    6.91
2003-05-04T11:57:00.939Z,    7.07
2003-05-04T11:59:30.875Z,    7.01
2003-05-04T12:02:00.808Z,    6.95
2003-05-04T12:04:30.738Z,    7.11
2003-05-04T12:07:00.671Z,    7.18
2003-05-04T12:09:30.607Z,    7.69
2003-05-04T12:12:00.538Z,    7.81
2003-05-04T12:14:30.469Z,    7.96
2003-05-04T12:17:00.404Z,    8.03
2003-05-04T12:19:30.338Z,    7.55
2003-05-04T12:22:00.270Z,    7.63
2003-05-04T12:24:30.204Z,    7.60
2003-05-04T12:27:00.138Z,    7.66
2003-05-04T12:29:30.073Z,    7.28
2003-05-04T12:32:00.005Z,    7.07
2003-05-04T12:34:29.939Z,    7.24
2003-05-04T12:36:59.873Z,    7.60
2003-05-04T12:39:29.807Z,    6.79
2003-05-04T12:41:59.738Z,    7.05
2003-05-04T12:44:29.671Z,    7.58
2003-05-04T12:46:59.601Z,    6.96
2003-05-04T12:49:29.537Z,    7.16
2003-05-04T12:51:59.470Z,    7.99
2003-05-04T12:54:29.403Z,    7.73
2003-05-04T12:56:59.339Z,    8.00
2003-05-04T12:59:29.268Z,    8.11
2003-05-04T13:01:59.201Z,    8.25
2003-05-04T13:04:29.132Z,    8.66
2003-05-04T13:06:59.067Z,    8.38
2003-05-04T13:09:28.997Z,    8.29
2003-05-04T13:11:58.932Z,    8.38
2003-05-04T13:14:28.864Z,    7.45
2003-05-04T13:16:58.798Z,    8.33
2003-05-04T13:19:28.731Z,    8.26
2003-05-04T13:21:58.662Z,    8.31
2003-05-04T13:24:28.600Z,    8.63
2003-05-04T13:26:58.529Z,    8.07
2003-05-04T13:29:28.463Z,    8.46
2003-05-04T13:31:58.398Z,    8.43
2003-05-04T13:34:28.331Z,    8.95
2003-05-04T13:36:58.264Z,    8.69
2003-05-04T13:39:28.198Z,    8.45
2003-05-04T13:41:58.129Z,    8.58
2003-05-04T13:44:28.060Z,    8.44
2003-05-04T13:46:57.994Z,    8.02
2003-05-04T13:49:27.927Z,    8.50
2003-05-04T13:51:57.861Z,    8.59
2003-05-04T13:54:27.793Z,    8.64
2003-05-04T13:56:57.728Z,    8.61
2003-05-04T13:59:27.658Z,    8.46
2003-05-04T14:01:57.586Z,    8.30
2003-05-04T14:04:27.527Z,    7.93
2003-05-04T14:06:57.455Z,    7.61
2003-05-04T14:09:27.388Z,    8.60
2003-05-04T14:11:57.323Z,    9.25
2003-05-04T14:14:27.256Z,    8.93
2003-05-04T14:16:57.191Z,    8.85
2003-05-04T14:19:27.122Z,    9.34
2003-05-04T14:21:57.058Z,    8.39
2003-05-04T14:24:26.992Z,    8.46
2003-05-04T14:26:56.926Z,    8.63
2003-05-04T14:29:26.857Z,    8.73
2003-05-04T14:31:56.791Z,    8.58
2003-05-04T14:34:26.724Z,    8.27
2003-05-04T14:36:56.660Z,    9.15
2003-05-04T14:39:26.591Z,    8.63
2003-05-04T14:41:56.519Z,    8.49
2003-05-04T14:44:26.455Z,    8.15
2003-05-04T14:46:56.382Z,    8.50
2003-05-04T14:49:26.318Z,    8.36
2003-05-04T14:51:56.249Z,    8.46
2003-05-04T14:54:26.185Z,    8.62
2003-05-04T14:56:56.119Z,    8.77
2003-05-04T14:59:26.050Z,    8.97
2003-05-04T15:01:55.981Z,    9.31
2003-05-04T15:04:25.917Z,   10.14
2003-05-04T15:06:55.851Z,    9.67
2003-05-04T15:09:25.782Z,   10.43
2003-05-04T15:11:55.719Z,   11.25
2003-05-04T15:14:25.648Z,   10.72
2003-05-04T15:16:55.584Z,   12.47
2003-05-04T15:19:25.514Z,   11.40
2003-05-04T15:21:55.448Z,    9.80
2003-05-04T15:24:25.384Z,   10.49
2003-05-04T15:26:55.314Z,    8.61
2003-05-04T15:29:25.249Z,    8.99
2003-05-04T15:31:55.184Z,    9.19
2003-05-04T15:34:25.119Z,    9.17
2003-05-04T15:36:55.052Z,    9.23
