# Generated by Autoplot on Mon Oct 10 07:28:15 CDT 2011
# {"Proton_Density": {
#    "LABEL": "Proton Density (cm-3)",
#    "UNITS": "cm-3"
# }}
# TITLE: Proton Density (/cc)
# UNITS: cm-3
Epoch (cdfEpoch), Proton_Density (cm-3)
2003-05-18T09:02:49.437Z,    6.67
2003-05-18T09:05:19.865Z,    7.14
2003-05-18T09:07:50.292Z,    6.62
2003-05-18T09:10:20.718Z,    6.29
2003-05-18T09:12:51.148Z,    9.51
2003-05-18T09:15:21.578Z,    7.57
2003-05-18T09:17:52.004Z,    7.67
2003-05-18T09:20:22.432Z,    7.93
2003-05-18T09:22:52.858Z,    8.54
2003-05-18T09:25:23.288Z,    8.06
2003-05-18T09:27:53.716Z,    8.29
2003-05-18T09:30:24.142Z,    8.55
2003-05-18T09:32:54.565Z,    8.63
2003-05-18T09:35:24.995Z,    7.41
2003-05-18T09:37:55.424Z,    9.80
2003-05-18T09:40:25.848Z,    8.85
2003-05-18T09:42:56.279Z,    8.99
2003-05-18T09:45:26.706Z,    9.11
2003-05-18T09:47:57.133Z,    9.23
2003-05-18T09:50:27.562Z,    9.07
2003-05-18T09:52:57.991Z,    9.44
2003-05-18T09:55:28.417Z,    9.27
2003-05-18T09:57:58.844Z,    9.79
2003-05-18T10:00:29.271Z,   10.08
2003-05-18T10:02:59.700Z,    9.87
2003-05-18T10:05:30.128Z,    9.95
2003-05-18T10:08:00.555Z,    9.84
2003-05-18T10:10:30.982Z,    8.93
2003-05-18T10:13:01.408Z,    9.55
2003-05-18T10:15:31.838Z,   10.13
2003-05-18T10:18:02.267Z,   10.33
2003-05-18T10:20:32.691Z,   10.04
2003-05-18T10:23:03.120Z,    9.40
2003-05-18T10:25:33.547Z,    9.67
2003-05-18T10:28:03.974Z,    9.10
2003-05-18T10:30:34.403Z,    9.82
2003-05-18T10:33:04.828Z,   10.01
2003-05-18T10:35:35.256Z,    9.44
2003-05-18T10:38:05.685Z,    9.07
2003-05-18T10:40:36.112Z,    9.12
2003-05-18T10:43:06.539Z,    8.41
2003-05-18T10:45:36.967Z,    9.73
2003-05-18T10:48:07.393Z,    8.36
2003-05-18T10:50:37.820Z,    9.18
2003-05-18T10:53:08.247Z,    8.81
2003-05-18T10:55:38.677Z,    9.18
2003-05-18T10:58:09.104Z,    9.13
2003-05-18T11:00:39.531Z,    8.92
2003-05-18T11:03:09.962Z,    8.94
2003-05-18T11:05:40.387Z,    9.47
2003-05-18T11:08:10.815Z,    9.23
2003-05-18T11:10:41.242Z,   10.06
2003-05-18T11:13:11.668Z,   10.30
2003-05-18T11:15:42.099Z,   10.54
2003-05-18T11:18:12.522Z,   10.67
2003-05-18T11:20:42.952Z,    8.46
2003-05-18T11:23:13.380Z,    8.67
2003-05-18T11:25:43.810Z,    9.67
2003-05-18T11:28:14.234Z,    9.59
2003-05-18T11:30:44.663Z,    9.25
2003-05-18T11:33:15.087Z,    9.62
2003-05-18T11:35:45.517Z,    9.45
2003-05-18T11:38:15.943Z,    9.05
2003-05-18T11:40:46.373Z,    9.73
2003-05-18T11:43:16.798Z,    9.11
2003-05-18T11:45:47.231Z,    8.75
2003-05-18T11:48:17.657Z,    9.46
2003-05-18T11:50:48.085Z,    9.50
2003-05-18T11:53:18.511Z,    8.64
2003-05-18T11:55:48.938Z,    8.16
2003-05-18T11:58:19.367Z,    8.76
2003-05-18T12:00:49.792Z,    8.82
2003-05-18T12:03:20.222Z,    8.33
2003-05-18T12:05:50.651Z,    9.05
2003-05-18T12:08:21.076Z,    8.84
2003-05-18T12:10:51.503Z,    8.56
2003-05-18T12:13:21.932Z,    8.84
2003-05-18T12:15:52.357Z,    8.98
2003-05-18T12:18:22.788Z,    8.71
2003-05-18T12:20:53.215Z,    8.59
2003-05-18T12:23:23.643Z,    8.96
2003-05-18T12:25:54.069Z,    8.93
2003-05-18T12:28:24.497Z,    8.91
2003-05-18T12:30:54.923Z,    9.22
2003-05-18T12:33:25.352Z,    9.38
2003-05-18T12:35:55.780Z,    9.08
2003-05-18T12:38:26.206Z,    8.93
2003-05-18T12:40:56.635Z,    8.87
2003-05-18T12:43:27.062Z,    8.55
2003-05-18T12:45:57.490Z,    9.02
2003-05-18T12:48:27.919Z,    8.74
2003-05-18T12:50:58.345Z,    9.26
2003-05-18T12:53:28.772Z,    9.15
2003-05-18T12:55:59.201Z,    9.05
2003-05-18T12:58:29.624Z,    9.31
2003-05-18T13:01:00.053Z,    9.72
2003-05-18T13:03:30.481Z,    9.31
2003-05-18T13:06:00.909Z,    8.96
2003-05-18T13:08:31.336Z,    9.08
2003-05-18T13:11:01.763Z,    8.96
2003-05-18T13:13:32.190Z,    8.66
2003-05-18T13:16:02.619Z,    9.11
2003-05-18T13:18:33.046Z,    7.13
2003-05-18T13:21:03.473Z,   10.54
2003-05-18T13:23:33.900Z,   10.78
2003-05-18T13:26:04.326Z,   10.85
2003-05-18T13:28:34.755Z,    9.31
2003-05-18T13:31:05.185Z,    9.68
2003-05-18T13:33:35.611Z,    9.28
2003-05-18T13:36:06.041Z,    9.63
2003-05-18T13:38:36.470Z,    9.91
2003-05-18T13:41:06.896Z,    9.59
2003-05-18T13:43:37.325Z,    9.91
2003-05-18T13:46:07.749Z,   11.92
2003-05-18T13:48:38.177Z,   10.19
2003-05-18T13:51:08.605Z,   10.78
2003-05-18T13:53:39.033Z,   10.21
2003-05-18T13:56:09.458Z,   10.71
2003-05-18T13:58:39.886Z,   10.80
2003-05-18T14:01:10.314Z,   10.72
2003-05-18T14:03:40.741Z,   10.03
2003-05-18T14:06:11.170Z,   10.95
2003-05-18T14:08:41.597Z,   12.08
2003-05-18T14:11:12.022Z,   11.59
2003-05-18T14:13:42.451Z,   11.42
2003-05-18T14:16:12.879Z,   11.54
2003-05-18T14:18:43.306Z,   10.89
2003-05-18T14:21:13.734Z,   12.59
2003-05-18T14:23:44.162Z,   12.61
2003-05-18T14:26:14.590Z,   11.60
2003-05-18T14:28:45.016Z,   13.08
2003-05-18T14:31:15.444Z,   12.36
2003-05-18T14:33:45.871Z,   12.35
2003-05-18T14:36:16.298Z,   12.28
2003-05-18T14:38:46.726Z,   12.65
2003-05-18T14:41:17.154Z,   14.10
2003-05-18T14:43:47.581Z,   14.74
2003-05-18T14:46:18.009Z,   15.20
2003-05-18T14:48:48.437Z,   14.03
2003-05-18T14:51:18.865Z,   13.53
2003-05-18T14:53:49.292Z,   13.29
2003-05-18T14:56:19.720Z,   13.43
2003-05-18T14:58:50.148Z,   14.38
2003-05-18T15:01:20.575Z,   14.56
2003-05-18T15:03:51.001Z,   13.71
2003-05-18T15:06:21.430Z,   14.73
2003-05-18T15:08:51.857Z,   15.14
2003-05-18T15:11:22.284Z,   14.42
2003-05-18T15:13:52.713Z,   15.20
2003-05-18T15:16:23.140Z,   16.46
2003-05-18T15:18:53.568Z,   14.10
2003-05-18T15:21:23.997Z,   16.52
2003-05-18T15:23:54.425Z,   18.07
2003-05-18T15:26:24.854Z,   18.35
2003-05-18T15:28:55.280Z,   17.69
2003-05-18T15:31:25.705Z,   10.21
2003-05-18T15:33:56.134Z,    7.67
2003-05-18T15:36:26.558Z,    9.45
2003-05-18T15:38:56.990Z,    9.52
2003-05-18T15:41:27.419Z,    8.96
2003-05-18T15:43:57.846Z,    7.36
2003-05-18T15:46:28.273Z,    9.37
2003-05-18T15:48:58.700Z,   11.61
2003-05-18T15:51:29.127Z,   10.50
2003-05-18T15:53:59.558Z,   10.42
2003-05-18T15:56:29.985Z,   10.79
2003-05-18T15:59:00.414Z,    9.41
2003-05-18T16:01:30.844Z,    9.90
2003-05-18T16:04:01.270Z,    9.71
2003-05-18T16:06:31.695Z,   10.03
2003-05-18T16:09:02.128Z,    9.24
2003-05-18T16:11:32.553Z,    9.53
2003-05-18T16:14:02.983Z,    9.30
2003-05-18T16:16:33.410Z,    8.43
2003-05-18T16:19:03.849Z,    8.90
2003-05-18T16:21:34.317Z,    9.23
2003-05-18T16:24:04.787Z,    8.70
2003-05-18T16:26:35.260Z,    8.10
2003-05-18T16:29:05.730Z,    8.36
2003-05-18T16:31:36.199Z,    8.25
2003-05-18T16:34:06.669Z,    8.39
2003-05-18T16:36:37.141Z,    7.55
2003-05-18T16:39:07.608Z,    7.73
2003-05-18T16:41:38.081Z,    7.59
2003-05-18T16:44:08.550Z,    8.58
2003-05-18T16:46:39.019Z,    7.50
2003-05-18T16:49:09.492Z,    7.93
2003-05-18T16:51:39.959Z,    7.45
2003-05-18T16:54:10.431Z,    7.40
2003-05-18T16:56:40.900Z,    6.34
2003-05-18T16:59:11.369Z,    6.41
2003-05-18T17:01:41.839Z,    6.76
2003-05-18T17:04:12.308Z,    6.73
2003-05-18T17:06:42.779Z,    6.66
2003-05-18T17:09:13.246Z,    7.18
2003-05-18T17:11:43.719Z,    7.31
2003-05-18T17:14:14.189Z,    7.26
2003-05-18T17:16:44.661Z,    7.28
2003-05-18T17:19:15.129Z,    6.93
2003-05-18T17:21:45.601Z,    6.63
2003-05-18T17:24:16.070Z,    6.71
2003-05-18T17:26:46.542Z,    6.66
2003-05-18T17:29:17.012Z,    6.66
2003-05-18T17:31:47.482Z,    6.99
2003-05-18T17:34:17.951Z,    7.11
2003-05-18T17:36:48.420Z,    6.90
2003-05-18T17:39:18.893Z,    6.67
2003-05-18T17:41:49.362Z,    6.47
2003-05-18T17:44:19.829Z,    6.48
2003-05-18T17:46:50.302Z,    6.73
2003-05-18T17:49:20.771Z,    6.71
2003-05-18T17:51:51.241Z,    7.10
2003-05-18T17:54:21.710Z,    6.41
2003-05-18T17:56:52.180Z,    7.16
2003-05-18T17:59:22.652Z,    7.33
2003-05-18T18:01:53.121Z,    7.95
2003-05-18T18:04:23.591Z,    8.15
2003-05-18T18:06:54.066Z,    8.61
2003-05-18T18:09:24.534Z,    7.24
2003-05-18T18:11:55.003Z,    7.03
2003-05-18T18:15:03.088Z,    6.74
2003-05-18T18:17:33.561Z,    7.28
2003-05-18T18:20:04.028Z,    7.08
2003-05-18T18:22:34.499Z,    7.80
2003-05-18T18:25:04.970Z,    7.77
2003-05-18T18:27:35.439Z,    7.99
2003-05-18T18:30:05.907Z,    8.10
2003-05-18T18:32:36.380Z,    8.18
2003-05-18T18:35:06.848Z,    8.02
2003-05-18T18:37:37.323Z,    8.10
2003-05-18T18:40:07.789Z,    8.04
2003-05-18T18:42:38.261Z,    8.34
2003-05-18T18:45:08.732Z,    8.83
2003-05-18T18:47:39.204Z,    8.80
2003-05-18T18:50:09.674Z,    8.82
2003-05-18T18:52:40.142Z,    8.89
2003-05-18T18:55:10.614Z,    9.15
2003-05-18T18:57:41.082Z,    9.17
2003-05-18T19:00:11.556Z,    9.62
2003-05-18T19:02:42.025Z,    9.76
2003-05-18T19:05:12.495Z,    9.07
2003-05-18T19:07:42.967Z,    8.83
2003-05-18T19:10:13.438Z,    9.97
2003-05-18T19:12:43.906Z,   10.52
2003-05-18T19:15:14.379Z,   10.44
2003-05-18T19:17:44.849Z,   10.96
2003-05-18T19:20:15.323Z,   10.90
2003-05-18T19:22:45.793Z,   11.77
2003-05-18T19:25:16.264Z,   10.27
2003-05-18T19:27:46.731Z,    9.96
2003-05-18T19:30:17.204Z,   10.76
2003-05-18T19:32:47.671Z,   10.96
2003-05-18T19:35:18.144Z,    9.96
2003-05-18T19:37:48.614Z,   10.65
2003-05-18T19:40:19.083Z,   10.33
2003-05-18T19:42:49.552Z,   11.03
2003-05-18T19:45:20.023Z,   11.21
2003-05-18T19:47:50.493Z,   11.27
2003-05-18T19:50:20.966Z,   11.58
2003-05-18T19:52:51.438Z,   11.03
2003-05-18T19:55:21.906Z,   11.13
2003-05-18T19:57:52.378Z,   11.28
2003-05-18T20:00:22.848Z,   11.78
2003-05-18T20:02:53.318Z,   12.84
2003-05-18T20:05:23.789Z,   12.99
2003-05-18T20:07:54.259Z,   13.22
2003-05-18T20:10:24.731Z,   12.49
2003-05-18T20:12:55.201Z,   12.06
2003-05-18T20:15:25.672Z,    9.58
2003-05-18T20:17:56.138Z,   11.09
2003-05-18T20:20:26.614Z,   11.31
2003-05-18T20:22:57.081Z,   10.22
2003-05-18T20:25:27.553Z,   11.49
2003-05-18T20:27:58.023Z,    9.34
2003-05-18T20:30:28.495Z,    5.20
2003-05-18T20:32:58.966Z,    5.93
2003-05-18T20:35:29.438Z,    5.66
2003-05-18T20:37:59.905Z,    5.77
2003-05-18T20:40:30.374Z,    5.87
2003-05-18T20:43:00.848Z,    6.00
2003-05-18T20:45:31.318Z,    6.59
2003-05-18T20:48:01.789Z,    6.81
2003-05-18T20:50:32.258Z,    6.57
2003-05-18T20:53:02.727Z,    5.62
2003-05-18T20:55:33.200Z,    6.02
2003-05-18T20:58:03.671Z,    5.95
2003-05-18T21:00:34.143Z,    6.26
2003-05-18T21:03:04.610Z,    5.50
2003-05-18T21:05:35.082Z,    5.63
2003-05-18T21:08:05.552Z,    9.50
2003-05-18T21:10:36.025Z,    5.74
2003-05-18T21:13:06.498Z,    5.81
2003-05-18T21:15:36.969Z,    5.61
2003-05-18T21:18:07.439Z,    6.00
2003-05-18T21:20:37.908Z,    6.38
2003-05-18T21:23:08.379Z,    5.54
2003-05-18T21:25:38.849Z,    5.87
2003-05-18T21:28:09.319Z,    6.19
2003-05-18T21:30:39.791Z,    5.49
2003-05-18T21:33:10.263Z,    5.25
2003-05-18T21:35:40.733Z,    5.35
2003-05-18T21:38:11.207Z,    5.61
2003-05-18T21:40:41.674Z,    5.68
2003-05-18T21:43:12.147Z,    5.93
2003-05-18T21:45:42.617Z,    5.88
2003-05-18T21:48:13.086Z,    5.82
2003-05-18T21:50:43.559Z,    7.22
2003-05-18T21:53:14.028Z,    7.06
2003-05-18T21:55:44.501Z,    7.57
2003-05-18T21:58:14.971Z,    6.95
2003-05-18T22:00:45.441Z,    6.22
2003-05-18T22:03:15.911Z,    7.01
2003-05-18T22:05:46.383Z,    6.57
2003-05-18T22:08:16.856Z,    6.49
2003-05-18T22:10:47.326Z,    6.23
2003-05-18T22:13:17.798Z,    6.28
2003-05-18T22:15:48.268Z,    4.93
2003-05-18T22:18:18.741Z,    5.05
2003-05-18T22:20:49.211Z,    5.09
2003-05-18T22:23:19.680Z,    6.10
2003-05-18T22:25:50.153Z,    5.78
2003-05-18T22:28:20.625Z,    5.46
2003-05-18T22:30:51.098Z,    5.88
2003-05-18T22:33:21.569Z,    4.94
2003-05-18T22:35:52.038Z,    5.09
2003-05-18T22:38:22.509Z,    4.79
2003-05-18T22:40:52.979Z,    7.11
2003-05-18T22:43:23.451Z,    6.73
2003-05-18T22:45:53.920Z,    6.04
2003-05-18T22:48:24.392Z,    6.54
2003-05-18T22:50:54.862Z,    6.04
2003-05-18T22:53:25.334Z,    6.48
2003-05-18T22:55:55.803Z,    8.31
2003-05-18T22:58:26.275Z,    6.34
2003-05-18T23:00:56.744Z,    6.98
2003-05-18T23:03:27.214Z,    7.09
2003-05-18T23:05:57.688Z,    7.15
2003-05-18T23:08:28.158Z,    7.47
2003-05-18T23:10:58.629Z,    8.68
2003-05-18T23:13:29.100Z,    6.76
2003-05-18T23:15:59.571Z,    6.94
2003-05-18T23:18:30.041Z,    6.51
2003-05-18T23:21:00.510Z,    6.77
2003-05-18T23:23:30.980Z,    6.05
2003-05-18T23:26:01.450Z,    5.97
2003-05-18T23:28:31.922Z,    7.14
2003-05-18T23:31:02.393Z,    6.29
2003-05-18T23:33:32.864Z,    6.79
2003-05-18T23:36:03.334Z,    7.75
2003-05-18T23:38:33.804Z,    6.74
2003-05-18T23:41:04.273Z,    6.13
2003-05-18T23:43:34.747Z,    6.68
2003-05-18T23:46:05.218Z,    6.95
2003-05-18T23:48:35.687Z,    7.02
2003-05-18T23:51:06.159Z,    6.87
2003-05-18T23:53:36.627Z,    6.68
2003-05-18T23:56:07.099Z,    6.30
2003-05-18T23:58:37.570Z,    6.17
2003-05-19T00:01:08.039Z,    5.59
2003-05-19T00:03:38.511Z,    6.51
2003-05-19T00:06:08.980Z,    6.49
2003-05-19T00:08:39.451Z,    6.41
2003-05-19T00:11:09.923Z,    5.52
2003-05-19T00:13:40.392Z,    6.84
2003-05-19T00:16:10.862Z,    6.17
2003-05-19T00:18:41.334Z,    6.30
2003-05-19T00:21:11.806Z,    5.80
2003-05-19T00:23:42.275Z,    6.04
2003-05-19T00:26:12.747Z,    6.48
2003-05-19T00:28:43.218Z,    6.70
2003-05-19T00:31:13.686Z,    6.37
2003-05-19T00:33:44.158Z,    6.66
2003-05-19T00:36:14.627Z,    6.63
2003-05-19T00:38:45.095Z,    6.21
2003-05-19T00:41:15.568Z,    6.92
2003-05-19T00:43:46.039Z,    6.64
2003-05-19T00:46:16.507Z,    6.05
2003-05-19T00:48:46.976Z,    5.91
2003-05-19T00:51:17.447Z,    5.93
2003-05-19T00:53:47.918Z,    5.86
2003-05-19T00:56:18.388Z,    6.49
2003-05-19T00:58:48.860Z,    5.66
2003-05-19T01:01:19.328Z,    6.30
2003-05-19T01:03:49.803Z,    6.47
2003-05-19T01:06:20.275Z,    7.50
2003-05-19T01:08:50.743Z,    7.37
2003-05-19T01:11:21.214Z,    6.32
2003-05-19T01:13:51.683Z,    6.36
2003-05-19T01:16:22.155Z,    6.51
2003-05-19T01:18:52.626Z,    6.45
2003-05-19T01:21:23.095Z,    6.01
2003-05-19T01:23:53.563Z,    6.36
2003-05-19T01:26:24.035Z,    6.82
2003-05-19T01:28:54.504Z,    5.71
2003-05-19T01:31:24.976Z,    6.56
2003-05-19T01:33:55.445Z,    6.42
2003-05-19T01:36:25.916Z,    6.73
2003-05-19T01:38:56.386Z,    6.54
2003-05-19T01:41:26.854Z,    6.13
2003-05-19T01:43:57.325Z,    5.92
2003-05-19T01:46:27.799Z,    6.13
2003-05-19T01:48:58.266Z,    6.66
2003-05-19T01:51:28.739Z,    6.40
2003-05-19T01:53:59.211Z,    5.79
2003-05-19T01:56:29.679Z,    6.41
2003-05-19T01:59:00.149Z,    5.20
2003-05-19T02:01:30.618Z,    5.51
2003-05-19T02:04:01.090Z,    4.92
2003-05-19T02:06:31.559Z,    4.81
2003-05-19T02:09:02.029Z,    5.32
2003-05-19T02:11:32.498Z,    5.52
2003-05-19T02:14:02.970Z,    4.96
2003-05-19T02:16:33.440Z,    4.95
2003-05-19T02:19:03.908Z,    4.97
2003-05-19T02:21:34.382Z,    5.02
2003-05-19T02:24:04.852Z,    5.10
2003-05-19T02:26:35.322Z,    4.87
2003-05-19T02:29:05.795Z,    5.29
2003-05-19T02:31:36.263Z,    5.34
2003-05-19T02:34:06.731Z,    5.43
2003-05-19T02:36:37.203Z,    5.61
2003-05-19T02:39:07.671Z,    4.97
2003-05-19T02:41:38.142Z,    4.72
2003-05-19T02:44:08.611Z,    5.17
2003-05-19T02:46:39.080Z,    5.51
2003-05-19T02:49:09.552Z,    5.47
2003-05-19T02:51:40.021Z,    5.80
2003-05-19T02:54:10.493Z,    5.91
2003-05-19T02:56:40.965Z,    5.63
2003-05-19T02:59:11.434Z,    5.83
2003-05-19T03:01:41.903Z,    5.73
2003-05-19T03:04:12.376Z,    5.60
2003-05-19T03:06:42.846Z,    5.57
2003-05-19T03:09:13.315Z,    5.85
2003-05-19T03:11:43.785Z,    6.34
2003-05-19T03:14:14.258Z,    6.44
2003-05-19T03:16:44.727Z,    7.10
2003-05-19T03:19:15.194Z,    6.85
2003-05-19T03:21:45.670Z,    5.61
2003-05-19T03:24:16.136Z,    5.75
2003-05-19T03:26:46.609Z,    6.18
2003-05-19T03:29:17.077Z,    5.73
2003-05-19T03:31:47.548Z,    6.82
2003-05-19T03:34:18.017Z,    7.36
2003-05-19T03:36:48.491Z,    6.72
2003-05-19T03:39:18.960Z,    6.36
2003-05-19T03:41:49.430Z,    6.95
2003-05-19T03:44:19.901Z,    6.50
2003-05-19T03:46:50.369Z,    5.62
2003-05-19T03:49:20.840Z,    6.49
2003-05-19T03:51:51.312Z,    7.00
2003-05-19T03:54:21.780Z,    6.80
2003-05-19T03:56:52.252Z,    6.32
2003-05-19T03:59:22.722Z,    6.56
2003-05-19T04:01:53.191Z,    5.94
2003-05-19T04:04:23.662Z,    6.10
2003-05-19T04:06:54.135Z,    5.41
2003-05-19T04:09:24.602Z,    6.04
2003-05-19T04:11:55.073Z,    5.83
2003-05-19T04:14:25.542Z,    6.10
2003-05-19T04:16:56.012Z,    5.70
2003-05-19T04:19:26.484Z,    5.36
2003-05-19T04:21:56.956Z,    5.65
2003-05-19T04:24:27.426Z,    5.36
2003-05-19T04:26:57.897Z,    5.50
2003-05-19T04:29:28.364Z,    5.54
2003-05-19T04:31:58.833Z,    5.84
2003-05-19T04:34:29.303Z,    5.49
2003-05-19T04:36:59.774Z,    5.34
2003-05-19T04:39:30.244Z,    5.35
2003-05-19T04:42:00.714Z,    5.11
2003-05-19T04:44:31.185Z,    7.46
2003-05-19T04:47:01.656Z,    7.75
2003-05-19T04:49:32.125Z,    6.89
2003-05-19T04:52:02.595Z,    6.90
2003-05-19T04:54:33.066Z,    7.20
2003-05-19T04:57:03.533Z,    6.36
2003-05-19T04:59:34.005Z,    6.44
2003-05-19T05:02:04.474Z,    7.81
2003-05-19T05:04:34.943Z,    5.58
2003-05-19T05:07:05.413Z,    5.80
2003-05-19T05:09:35.885Z,    7.00
2003-05-19T05:12:06.354Z,    5.99
2003-05-19T05:14:36.824Z,    5.85
2003-05-19T05:17:07.291Z,    6.65
2003-05-19T05:19:37.764Z,    6.97
2003-05-19T05:22:08.230Z,    6.28
2003-05-19T05:24:38.702Z,    6.09
2003-05-19T05:27:09.173Z,    6.24
2003-05-19T05:29:39.640Z,    6.24
2003-05-19T05:32:10.109Z,    6.87
2003-05-19T05:34:40.581Z,    6.33
2003-05-19T05:37:11.051Z,    6.30
2003-05-19T05:39:41.518Z,    6.22
2003-05-19T05:42:11.990Z,    6.33
2003-05-19T05:44:42.459Z,    6.42
2003-05-19T05:47:12.932Z,    6.22
2003-05-19T05:49:43.401Z,    6.27
2003-05-19T05:52:13.870Z,    5.96
2003-05-19T05:54:44.340Z,    6.19
2003-05-19T05:57:14.810Z,    6.29
2003-05-19T05:59:45.280Z,    6.29
2003-05-19T06:02:15.750Z,    6.13
2003-05-19T06:04:46.221Z,    6.27
2003-05-19T06:07:16.692Z,    6.67
2003-05-19T06:09:47.160Z,    6.44
2003-05-19T06:12:17.629Z,    6.80
2003-05-19T06:14:48.100Z,    6.90
2003-05-19T06:17:18.571Z,    6.71
2003-05-19T06:19:49.041Z,    6.48
2003-05-19T06:22:19.511Z,    6.82
2003-05-19T06:24:49.978Z,    6.18
2003-05-19T06:27:20.448Z,    6.90
2003-05-19T06:29:50.919Z,    6.52
2003-05-19T06:32:21.390Z,    6.18
2003-05-19T06:34:51.860Z,    6.34
2003-05-19T06:37:22.328Z,    6.48
2003-05-19T06:39:52.801Z,    6.52
2003-05-19T06:42:23.270Z,    6.90
2003-05-19T06:44:53.739Z,    6.43
2003-05-19T06:47:24.208Z,    6.86
2003-05-19T06:49:54.678Z,    6.91
2003-05-19T06:52:25.148Z,    6.57
2003-05-19T06:54:55.618Z,    6.67
2003-05-19T06:57:26.085Z,    6.35
2003-05-19T06:59:56.558Z,    6.32
2003-05-19T07:02:27.027Z,    6.50
2003-05-19T07:04:57.496Z,    6.42
2003-05-19T07:07:27.966Z,    6.41
2003-05-19T07:09:58.436Z,    6.42
2003-05-19T07:12:28.906Z,    6.40
2003-05-19T07:14:59.376Z,    6.49
2003-05-19T07:17:29.847Z,    6.30
2003-05-19T07:20:00.316Z,    6.58
2003-05-19T07:22:30.783Z,    6.19
2003-05-19T07:25:01.254Z,    6.29
2003-05-19T07:27:31.723Z,    6.32
2003-05-19T07:30:02.195Z,    6.49
2003-05-19T07:32:32.661Z,    6.16
2003-05-19T07:35:03.135Z,    6.46
2003-05-19T07:37:33.605Z,    6.35
2003-05-19T07:40:04.072Z,    6.27
2003-05-19T07:42:34.544Z,    6.11
2003-05-19T07:45:05.012Z,    6.10
2003-05-19T07:47:35.481Z,    6.37
2003-05-19T07:50:05.950Z,    6.41
2003-05-19T07:52:36.423Z,    6.39
2003-05-19T07:55:06.893Z,    6.44
2003-05-19T07:57:37.362Z,    6.46
2003-05-19T08:00:07.832Z,    6.64
2003-05-19T08:02:38.299Z,    6.49
2003-05-19T08:05:08.770Z,    7.42
2003-05-19T08:07:39.241Z,    6.70
2003-05-19T08:10:09.709Z,    6.35
2003-05-19T08:12:40.183Z,    6.39
2003-05-19T08:15:10.653Z,    6.47
2003-05-19T08:17:41.119Z,    6.53
2003-05-19T08:20:11.592Z,    6.40
2003-05-19T08:22:42.057Z,    6.37
2003-05-19T08:25:12.527Z,    6.34
2003-05-19T08:27:42.998Z,    5.75
2003-05-19T08:30:13.469Z,    6.50
2003-05-19T08:32:43.938Z,    6.33
2003-05-19T08:35:14.411Z,    6.43
2003-05-19T08:37:44.877Z,    6.96
2003-05-19T08:40:15.347Z,    6.48
2003-05-19T08:42:45.817Z,    6.16
2003-05-19T08:45:16.288Z,    6.22
2003-05-19T08:47:46.759Z,    6.38
2003-05-19T08:50:17.227Z,    6.35
2003-05-19T08:52:47.697Z,    6.52
2003-05-19T08:55:18.167Z,    6.64
2003-05-19T08:57:48.636Z,    6.55
2003-05-19T09:00:19.107Z,    6.29
2003-05-19T09:02:49.574Z,    6.45
2003-05-19T09:05:20.046Z,    6.42
2003-05-19T09:07:50.514Z,    6.21
2003-05-19T09:10:20.984Z,    6.51
2003-05-19T09:12:51.451Z,    6.20
2003-05-19T09:15:21.926Z,    6.26
2003-05-19T09:17:52.394Z,    6.33
2003-05-19T09:20:22.864Z,    6.28
2003-05-19T09:22:53.333Z,    6.43
2003-05-19T09:25:23.803Z,    6.42
2003-05-19T09:27:54.276Z,    6.36
2003-05-19T09:30:24.743Z,    6.17
2003-05-19T09:32:55.213Z,    6.42
2003-05-19T09:35:25.681Z,    5.85
2003-05-19T09:37:56.151Z,    6.50
2003-05-19T09:40:26.621Z,    6.33
2003-05-19T09:42:57.091Z,    6.75
2003-05-19T09:45:27.559Z,    6.37
2003-05-19T09:47:58.028Z,    6.66
2003-05-19T09:50:28.500Z,    6.47
2003-05-19T09:52:58.967Z,    6.24
2003-05-19T09:55:29.439Z,    6.11
2003-05-19T09:57:59.907Z,    5.99
2003-05-19T10:00:30.380Z,    6.17
2003-05-19T10:03:00.848Z,    6.82
2003-05-19T10:05:31.317Z,    6.33
2003-05-19T10:08:01.786Z,    6.63
2003-05-19T10:10:32.258Z,    6.14
2003-05-19T10:13:02.729Z,    6.01
2003-05-19T10:15:33.196Z,    5.85
2003-05-19T10:18:03.667Z,    5.49
2003-05-19T10:20:34.135Z,    5.40
2003-05-19T10:23:04.604Z,    6.74
2003-05-19T10:25:35.075Z,    5.47
2003-05-19T10:28:05.545Z,    5.95
2003-05-19T10:30:36.016Z,    6.21
2003-05-19T10:33:06.482Z,    5.83
2003-05-19T10:35:36.955Z,    5.74
2003-05-19T10:38:07.424Z,    5.89
2003-05-19T10:40:37.893Z,    5.74
2003-05-19T10:43:08.362Z,    5.79
2003-05-19T10:45:38.832Z,    6.09
2003-05-19T10:48:09.303Z,    6.22
2003-05-19T10:50:39.773Z,    6.67
2003-05-19T10:53:10.244Z,    6.38
2003-05-19T10:55:40.709Z,    5.76
2003-05-19T10:58:11.179Z,    6.68
2003-05-19T11:00:41.650Z,    6.14
2003-05-19T11:03:12.117Z,    6.30
2003-05-19T11:05:42.587Z,    6.59
2003-05-19T11:08:13.057Z,    6.66
2003-05-19T11:10:43.528Z,    6.31
2003-05-19T11:13:13.999Z,    6.52
2003-05-19T11:15:44.469Z,    6.20
2003-05-19T11:18:14.936Z,    6.76
2003-05-19T11:20:45.408Z,    7.05
